,BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA
"G2981
1859",,"05.04.2016
ID: 6419",,"ZRINJAN, Snježana",,"Hrvatski jezik 1 : udžbenik za 1. razred četverogo Zagreb : Alfa, 2009",,,,,Dar,,6.64,,,DA,,811.163.42 ZRI H-1,,,
"G2982
1860",,"26.04.2016
ID: 6496",,TEHNIKA motornih vozila,,"Tehnika motornih vozila / preveo Goran Popović ; [ Zagreb : Hrvatska obrtnička komora : Pučko otvoreno učilište, 2014",,,,,Dar,,34.51,,,DA,,629 TEH,,,
"G2983
1861",,"26.04.2016
ID: 6480",,"ZRINJAN, Snježana",,"Vjedi : čitanka iz Hrvatskog jezika za 3. razred č Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,82(091) ZRI Č3,,,
"G2984
1862",,"26.04.2016
ID: 6481",,"TOMAZIĆ KROTIN, Sanja",,"Radna bilježnica iz književnosti 1;  za 1. razred Zagreb : Školska knjiga, 2009",,,,,Dar,,3.98,,,DA,,371.3:81/82 TOM rad,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G2985
1863",,"26.04.2016
ID: 6482",,"JUREKOVIĆ PERKOVIĆ,
Andreja",,"Književnost 2 : radna bilježnica za 2. razred četv Zagreb : Školska knjiga, 2008",,,,,Dar,,3.98,,,DA,,82(091) JUR K2,,,
"G2986
1864",,"26.04.2016
ID: 6483",,"PREPELIĆ-ĐURIČKOVIĆ,
Vesna",,"Čitanka 3 : radna bilježnica iz hrvatskog jezika z Zagreb : Profil, 2009",,,,,Dar,,3.98,,,DA,,82(091) PRE Č3,,,
"G2987
1865",,"26.04.2016
ID: 6484",,"ŠPANJIĆ, Tanja",,"Čitanka 1 : radna bilježnica iz hrvatskog jezika z Zagreb : Profil, 2009",,,,,Dar,,3.98,,,DA,,82(091) ŠPA Č1,,,
"G2988
1866",,"26.04.2016
ID: 6485",,"ZRINJAN, Snježana",,"Književnost 3 : čitanka za 3. razred četverogodišn Zagreb : Alfa, 2009",,,,,Dar,,6.64,,,DA,,82(091) ZRI K3,,,
"G2989
1867",,"26.04.2016
ID: 6490",,"ĆURIĆ, Marija",,"Čitanka 4 : za četvrti razred četverogodišnje sred Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,82(091) ĆUR Č4,,,
"G2990
1868",,"26.04.2016
ID: 6487",,"ZRINJAN, Snježana",,"Književnost 4 : radna bilježnica uz čitanku 4. raz Zagreb : Alfa, 2007",,,,,Dar,,3.98,,,DA,,82(091) ZRI K4,,,
"G2992
1869",,"26.04.2016
ID: 6491",,"PREPELIĆ-ĐURIČKOVIĆ,
Vesna",,"Čitanka 3 : udžbenik hrvatkosga jezika za 3. razre Zagreb : Profil, 2009",,,,,Dar,,6.64,,,DA,,82(091) PRE Č3,,,
"G2993
1870",,"26.04.2016
ID: 6492",,"HORVATEK-MODRIĆ, Davorka",,"Čitanka 1 : za 1. razred četverogodišnje srednje s Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,82(091) MOD Č1,,,
"G2994
1871",,"26.04.2016
ID: 6493",,"ŠPANJIĆ, Tanja",,"Čitanka 1 : udžbenik hrvatskog jezika za prvi razr Zagreb : Profil, 2005",,,,,Dar,,6.64,,,DA,,82(091) ŠPA Č1,,,
"G2995
1872",,"26.04.2016
ID: 6494",,"JURKOVIĆ PERKOVIĆ, Andreja",,"Hrvatski jezik i književnost 1 : integrirani udžbe Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,82(091) JUR H1,,,
"G2996
1873",,"26.04.2016
ID: 6488",,"ZRINJAN, Snježana",,"Čitanka 1 : za 1. razred trogodišnje strukovne ško Zagreb : Školska knjiga, 2005",,,,,Dar,,6.64,,,DA,,82(091) ZRI č-1,,,
"G2997
1874",,"26.04.2016
ID: 6486",,"ZRINJAN, Snježana",,"Književnost 4 : čitanka za 4. razred četverogodišn Zagreb : Alfa, 2007",,,,,Dar,,6.64,,,DA,,82(091) ZRI K4-2.izd.,,,
"G2998
1875",,"26.04.2016
ID: 6495",,"HORVATEK MODRIĆ, Davorka",,"Čitanka 2 : za drugi razred četverogodišnje srednj Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,82(091) HOR Č2,,Otpisano 04.12.2023.,
"G2999
1876",,"27.04.2016
ID: 6500",,"ŽITINSKI, Maja",,"Etika 3 : Bioetika danas [udžbenik] / Maja Žitinsk Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,17 ŽIT E3.,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3000
1877",,"27.04.2016
ID: 6501",,NACIONALNI okvirni,,"Nacionalni okvirni kurikulum za predškolski odgoj Zagreb : Ministarstvo znanosti, obrazovanja i športa, 2011. ([Sveta Nedelja] : Printera grupa)",,,,,Dar,,13.27,,,DA,,37 NAC n,,,
"G3001
1878",,"27.04.2016
ID: 6502",,"ZRINJAN, Snježana",,"Hrvatski jezik : priručnik za nastavnike hrvatskog Zagreb : Školska knjiga, 2002",,,,,Dar,,10.62,,,DA,,811.163.42 ZRI H,,,
"G3002
1879",,"27.04.2016
ID: 6503",,"ČUBRIĆ, Marina",,"Čitanka 3, za treći razred četverogodišnje srednje Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,Č821.163.42(091) ČUB Č3,,,
"G3003
1880",,"27.04.2016
ID: 6504",,"RAŠKOVAC, Tomislav",,"Bioetika, udžbenik etike za treći razred srednjih Zagreb : Profil, 2007",,,,,Dar,,6.64,,,DA,,17 RAŠ bio,,,
"G3004
1881",,"27.04.2016
ID: 6511",,"NIKOLIĆ, Gojko",,"Kako postati vrstan predavač : praktični priručnik Zagreb : Tipex, 2001",,,,,Vlastita kupnja,,7.96,,,DA,,371 NIK.G K,,,
"G3005
1882",,"27.04.2016
ID: 6520",,"SINGER, Mladen",,"Kriminološke osobitosti maloljetničke delikvencije Zagreb : Nakladni zavod Globus, 2008",,,,,Dar,,15.93,,,DA,,343 SIN KRI.O,,,
"G3006
1883",,"27.04.2016
ID: 6521",,PRVI koraci,,"Prvi koraci : priručnik o odgoju i obrazovanju za Zagreb : Amnesty International Hrvatske, 2000",,,,,Dar,,15.93,,,DA,,R 34 PRV,,,
"G3007
1884",,"27.04.2016
ID: 6522",,"Bezinović, Petar",,"Opažanje i unapređivanje školske nastave / Petar B Zagreb : Agencija za odgoj i obrazovanje : Institut za društvena istraživanja, 2012. ([Zagreb] : Teovizija)",,,,,Dar,,10.62,,,DA,,371.12 BEZ o,,,
"G3008
1885",,"27.04.2016
ID: 6533",,PRAVO djeteta na,,"Pravo djeteta na život u obitelji : stručna pomoć Zagreb : Ured UNICEF-a za Hrvatsku, 2008",,,,,Dar,,15.93,,,DA,,36 PRAV,,,
"G3009
1886",,"27.04.2016
ID: 6538",,"Novak-Ištok, Marija",,"Poslovni bonton za prodavače [udžbenik za prvi raz Zagreb : Alka script, 2010",,,,,Dar,,6.64,,,DA,,372.833(075.3) NOV p,,,
"G3010
1887",,"27.04.2016
ID: 6539",,"ČAIĆ, Martina",,"Ponašanje potrošača : udžbenik za 3. razred srednj Zagreb : Mate, 2014",,,,,Dar,,6.64,,,DA,,658 ČAI P,,,
"G3011
1888",,"27.04.2016
ID: 6540",,"STARY, Dinko",,"Osnove poslovne psihologije u ugostiteljstvu i hot Zagreb : Školska knjiga, 1981",,,,,Dar,,6.64,,,DA,,159.9 STAR O,,,
"G3012
1889",,"27.04.2016
ID: 6541",,"BRČIĆ Stipčević, Vesna",,"Trgovačko poslovanje 1 : udžbenik za srednje trgov Zagreb : Školska knjiga, 1997",,,,,Dar,,6.64,,,DA,,339 BRČIĆ trg,,,
"G3013
1890",,"27.04.2016
ID: 6544",,"KOLUDROVIĆ, Ćiril",,"Tehničko crtanje u slici : s osnovnim vježbama / Ć Beograd : Naučna knjiga, 1985",,,,,Vlastita kupnja,,15.93,,,DA,,74 KOL TE,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3014
1891",,"27.04.2016
ID: 6545",,"BRLAS, Siniša",,"Terminološki opisni rječnik ovisnosti : opis važni Virovitica : Zavod za javno zdravstvo ˝Sveti Rok˝ Virovitičko-podravske županije, 2011",,,,,Dar,,6.64,,,DA,,03 BRL T,,,
"G3015
1892",,"27.04.2016
ID: 6546",,"GDJE, zašto, kako",,"Gdje, zašto, kako? : u srednju školu i zanimanje : Zagreb : Ministarstvo prosvjete i športa RH, 2000",,,,,Dar,,5.31,,,DA,,37 GDJEZ,,,
"G3016
1893",,"27.04.2016
ID: 6547",,Unapređivanje rada,,"Unapređivanje rada s darovitim učenicima u srednjo Zagreb : Ministarstvo prosvjete i športa, Zavod za unapređivanje školstva, Odjel za istraživanje, razvoj i izdavačku djelatnost, 2002. (Zagreb : Birotisak)",,,,,Dar,,5.31,,,DA,,376.54(082) UNA u,,,
"G3017
1894",,"28.04.2016
ID: 6548",,"PEKEZ-Pavliško, Tanja",,"Prva pomoć : priručnik za pružanje prve pomoći / T Rijeka : Dušević &amp; Kršovnik, 2004",,,,,Vlastita kupnja,,19.91,,,DA,,61 PEKEZ prv,,,
"G3018
1895",,"04.05.2016
ID: 6551",,"ILIĆ, Dušan",,"Fizika / Dušan Ilić, Milojko Džambašević, Dejan La Beograd : Zavod za izdavanje udžbenika Socijalističke Republike Srbije, 1967",,,,,Vlastita kupnja,,10.62,,,DA,,53 ILI F,,,
"G3019
1896",,"04.05.2016
ID: 6552",,"VUKONIĆ, Boris",,"Povijest hrvatskog turizma / Boris Vukonić. - Zagreb : Prometej, 2005",,,,,Dar,,13.27,,,DA,,338.48 VUK PO,,,
"G3020
1897",,"04.05.2016
ID: 6554",,"PRIRUČNIK, o provedbi Protokola o postupanju u slučaju nasilja u obitelji",,"Priručnik o provedbi Protokola o postupanju u sluč Zagreb : Društvo za psihološku pomoć, 2010",,,,,Dar,,9.29,,,DA,,159.9 PRIR,,,
"G3021
1898",,"04.05.2016
ID: 6553",,"ZNAM, razmišljam, sudjelujem",,"Znam, razmišljam, sudjelujem : priručnik za nastav Zagreb : Centar za mirovne studije / Mreža mladih Hrvatske, 2014",,,,,Dar,,6.64,,,DA,,32 ZNA,,,
"G3022
1899",,"05.05.2016
ID: 6480",,"ZRINJAN, Snježana",,"Vjedi : čitanka iz Hrvatskog jezika za 3. razred č Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,82(091) ZRI Č3,,,
"G3023
1900",,"05.05.2016
ID: 6480",,"ZRINJAN, Snježana",,"Vjedi : čitanka iz Hrvatskog jezika za 3. razred č Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,82(091) ZRI Č3,,,
"G3024
1901",,"05.05.2016
ID: 6555",,"ZRINJAN, Snježana",,"Az, udžbenik iz Hrvatskoga jezika za 1. razred čet Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,801.1 ZRI az,,,
"G3025
1902",,"05.05.2016
ID: 6555",,"ZRINJAN, Snježana",,"Az, udžbenik iz Hrvatskoga jezika za 1. razred čet Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,801.1 ZRI az,,,
"G3026
1903",,"05.05.2016
ID: 6556",,"SAJKO, Nataša",,"Buki, udžbenik iz Hrvatskoga jezika za 2. razred č Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,801.1 SAJ b,,,
"G3027
1904",,"05.05.2016
ID: 6556",,"SAJKO, Nataša",,"Buki, udžbenik iz Hrvatskoga jezika za 2. razred č Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,801.1 SAJ b,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3028
1905",,"05.05.2016
ID: 6557",,"SAJKO, Nataša",,"Glagolju, udžbenik iz Hrvatskoga jezika za 4. razr Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,801.1 SAJ g,,,
"G3029
1906",,"05.05.2016
ID: 6557",,"SAJKO, Nataša",,"Glagolju, udžbenik iz Hrvatskoga jezika za 4. razr Zagreb : Alfa, 2014",,,,,Dar,,6.64,,,DA,,801.1 SAJ g,,,
"G3030
1907",,"12.05.2016
ID: 6564",,PRAVO na obrazovanje,,"Pravo na obrazovanje, obrazovanjem protiv siromašt Zagreb , 2016",,,,,Dar,,5.31,,,DA,,347 PRA,,,
"G3031
1908",,"12.05.2016
ID: 6564",,PRAVO na obrazovanje,,"Pravo na obrazovanje, obrazovanjem protiv siromašt Zagreb , 2016",,,,,Dar,,5.31,,,DA,,347 PRA,,,
"G3032
1909",,"12.05.2016
ID: 6563",,"BROĐANAC, Predrag",,"Uvod u računalstvo : udžbenik u trogodišnjim struk Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,004 BRO U,,Otpisano 19.12.2019.,
"G3033
1910",,"12.05.2016
ID: 6563",,"BROĐANAC, Predrag",,"Uvod u računalstvo : udžbenik u trogodišnjim struk Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,004 BRO U,,,
"G3034
1911",,"12.05.2016
ID: 6562",,"BROĐANAC, Predrag",,"Uvod u računalstvo : udžbenik u četverogodišnjim s Zagreb : Školska knjiga, 2014",,,,,Dar,,6.64,,,DA,,004 BRO R,,,
"G3035
1912",,"12.05.2016
ID: 6561",,MARKOVIĆ Boris,,"Informatika 2 : radna bilježnica za 2. razred ekon Zagreb : Neo Didacta d.o.o, 2000",,,,,Dar,,6.64,,,DA,,004 MAR INF,,,
"G3036
1913",,"12.05.2016
ID: 6560",,"SERDARUŠIĆ, Vladimir",,"Infromatika 1  / Vladimir Serdarušić. - Zagreb : Nabla, 1994",,,,,Dar,,6.64,,,DA,,51 SER I,,,
"G3037
1914",,"12.05.2016
ID: 6559",,RAČUNALSTVO,,"Računalstvo : udžbenik za 1. razred trogodišnjih s Zagreb : Alka script , 2006",,,,,Dar,,6.64,,,DA,,004 RAČ,,,
"G3038
1915",,"17.05.2016
ID: 6567",,"SPRINGER, Oskar P.",,"Higijena : udžbenik za strukovne škole / Oskar P. Zagreb : Profil International, 1997",,,,,Dar,,6.64,,,DA,,613 SPR H,,,
"G3039
1916",,"17.05.2016
ID: 6568",,"HAMEL, Maja",,"Poznavanje robe za ugostitelje : udžbenik za ugost Zagreb : Školska knjiga, 1996",,,,,Dar,,9.29,,,DA,,64.024 HAMEL poz,,,
"G3040
1917",,"17.05.2016
ID: 6569",,"TANAY, Ljiljana",,"Prehrana i poznavanje robe : udžbenik za 1. razred Zagreb : Školska knjiga, 2006",,,,,Dar,,6.64,,,DA,,66 TANAY pre,,,
"G3041
1918",,"17.05.2016
ID: 6570",,"NOVOSELIĆ, Daniela",,"Čovjek i zdravlje : udžbenik iz biologije za struk Zagreb : Alfa, 2009",,,,,Dar,,6.64,,,DA,,57 NOV Č,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3042
1919",,"17.05.2016
ID: 6571",,"SLIJEPČEVIĆ, Milivoj",,"Čovjek, zdravlje i okoliš : udžbenik biologije za Zagreb : Školska knjiga, 2007",,,,,Dar,,6.64,,,DA,,57:502/504 SLIJE čov,,,
"G3043
1920",,"17.05.2016
ID: 6570",,"NOVOSELIĆ, Daniela",,"Čovjek i zdravlje : udžbenik iz biologije za struk Zagreb : Alfa, 2009",,,,,Dar,,6.64,,,DA,,57 NOV Č,,,
"G3044
1921",,"19.05.2016
ID: 6585",,"HAMEL, Maja",,"Poznavanje robe za ugostitelje : udžbenik za ugost Zagreb : Školska knjiga, 1996",,,,,Dar,,9.29,,,DA,,66 HAM P,,,
"G3045
1922",,"19.05.2016
ID: 6581",,"BIOČINA-Lukenda, Dolores",,"Dermatologija : udžbenik za kozmetičare, frizere i Zagreb : Alfa, 2009",,,,,Dar,,3.98,,,DA,,616 BIO D,,,
"G3046
1923",,"19.05.2016
ID: 6582",,"SPRINGER, Oscar P.",,"Higijena : udžbenik za strukovne škole / Oscar P. Zagreb : Profil, 1997",,,,,Dar,,6.64,,,DA,,613 SPR H,,,
"G3047
1924",,"19.05.2016
ID: 6583",,"JALŠOVEC, Dubravko",,"Anatomija i fiziologija : udžbenik za kozmetičare, Zagreb : Alfa, 2009",,,,,Dar,,3.98,,,DA,,611 JAL A,,,
"G3048
1925",,"19.05.2016
ID: 6584",,"JALŠOVEC, Dubravko",,"Anatomija i fiziologija : metodički priručnik uz u Zagreb : Alfa, 2009",,,,,Dar,,13.27,,,DA,,611 JAL A,,,
"G3049
1926",,"19.05.2016
ID: 6588",,"NOVOSELIĆ, Daniela.",,"Čovjek i zdravlje ; metodički priručnik za nastavu Zagreb : Alfa, 2009",,,,,Dar,,13.27,,,DA,,61 NOV Č,,,
"G3050
1927",,"19.05.2016
ID: 6589",,"THE WORLD, of torsos",,The world of torsos: [anatomski atlas] 3B,,,,,Dar,,13.27,,,DA,,611 WOR,,,
"G3051
1928",,"19.05.2016
ID: 6596",,"HERAK, Mira",,"Kemija oko nas : udžbenik za 1. razred strukovnih Zagreb : Profil International, 1998",,,,,Dar,,3.98,,,DA,,54 HER K,,Otpisano 23.12.2019.,
"G3052
1929",,"19.05.2016
ID: 6594",,"HUS, Dunja Nothig",,"Kemija  : udžbenik kemije za 2. razred strukovnih Zagreb : Školska knjiga, 2008",,,,,Dar,,6.64,,,DA,,54 HUS KE,,,
"G3053
1930",,"19.05.2016
ID: 6595",,"HUS, Dunja Nothig",,"Kemija  : radna bilježnica iz kemije za 2. razred Zagreb : Školska knjiga, 2008",,,,,Dar,,3.98,,,DA,,54 HUS KE,,,
"G3054
1931",,"19.05.2016
ID: 6590",,"PETRESKI, Antica",,"Kemija  : priručnik za nastavnike kemije za prvi r Zagreb : Školska knjiga, 2006",,,,,Dar,,10.62,,,DA,,54 PET KE,,,
"G3055
1932",,"19.05.2016
ID: 6592",,"PETRESKI, Antica",,"Kemija : radna bilježnica za prvi razred strukovni Zagreb : Školska knjiga, 2006",,,,,Dar,,3.98,,,DA,,54 PET KE,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3056
1933",,"19.05.2016
ID: 6593",,KEMIJA 1,,"Kemija : udžbenik za prvi razred strukovne škole s Zagreb : Alfa, 2008",,,,,Dar,,6.64,,,DA,,54 KEM,,,
"G3057
1934",,"19.05.2016
ID: 6586",,"RAOS, Jasenka",,"Udžbenik za frizere 1 : za prvi razred srednje ško Varaždin : Tipomat, 1998",,,,,Vlastita kupnja,,13.27,,,DA,,68 RAO U-1,,,
"G3058
1935",,"19.05.2016
ID: 6587",,"RAOS, Jasenka",,"Radna bilježnica za frizere 1 : za prvi razred sre Varaždin : Tipomat, 1998",,,,,Vlastita kupnja,,3.98,,,DA,,68 RAO RB-1,,,
"G3059
1936",,"19.05.2016
ID: 6591",,"PETRESKI, Antica",,"Kemija : udžbenik za prvi razred strukovnih škola Zagreb : Školska knjiga, 2006",,,,,Dar,,6.64,,,DA,,54 PET KE,,,
"G3060
1937",,"19.05.2016
ID: 6580",,"BIOČINA-Lukenda, Dolores",,"Dermatologija : metodički priručnik uz udžbenik za Zagreb : Alfa, 2009",,,,,Dar,,13.27,,,DA,,616 BIO D,,,
"3061
1938",,"19.05.2016
ID: 6579",,ANČIĆ Vesna,,"Od molekule do organizma : metodički priručnik za Zagreb : Alfa, 2009",,,,,Dar,,13.27,,,DA,,57 ANČ O,,,
"G3062
1939",,"19.05.2016
ID: 6603",,"SZLACHTA, Emma",,"Choices : upper intermediate teacher's book / Emma
: Pearson Education, 2013",,,,,Dar,,9.29,,,DA,,811.111 SZL C,,,
"G3063
1940",,"19.05.2016
ID: 6602",,"FRICKER, Rod",,"Choices : upper intermediate workbook with audio c
: Pearson Education, 2013",,,,,Dar,,6.64,,,DA,,811.111 FRI C,,,
"G3064
1941",,"19.05.2016
ID: 6601",,"HARRIS, Michael",,"Choices: upper intermediate student's book / Micha
: Pearson Education, 2009",,,,,Dar,,9.29,,,DA,,811.111 HAR C,,Otpisano 23.12.2019.,
"G3065
1942",,"01.06.2016
ID: 6604",,"NOETHIG-Hus, Dunja",,"Kemija 1: udžbenik kemije za 1. razred strukovnih Zagreb : Školska knjiga, 2008",,,,,Dar,,6.64,,,DA,,54 NOE k,,,
"G3066
1943",,"01.06.2016
ID: 6606",,"RAVNIĆ, Tomislav",,"Slavni putevi istarske slobode : temeljni dokument Pula : Savez antifašista Istarske županije, 2016",,,,,Dar,,5.31,,,DA,,908 STR s,,,
"G3067
1944",,"01.06.2016
ID: 6607",,"NOBILE, Pietro",,Viaggio artistico attraverso l'Istria : Istarski m,,,,,Dar,,14.60,,,DA,,785.7 NOB v,,,
"G3068
1945",,"07.06.2016
ID: 6608",,"IBSEN, Henrik",,"Nora : (Lutkina kuća) : drama u tri čina / Henrik Zagreb : Školska knjiga, 2007",,,,,Vlastita kupnja,,14.60,,,DA,,839.6-2 IBSEN nor,,,
"G3069
1946",,"07.06.2016
ID: 6608",,"IBSEN, Henrik",,"Nora : (Lutkina kuća) : drama u tri čina / Henrik Zagreb : Školska knjiga, 2007",,,,,Vlastita kupnja,,14.60,,,DA,,839.6-2 IBSEN nor,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3070
1947",,"07.06.2016
ID: 6608",,"IBSEN, Henrik",,"Nora : (Lutkina kuća) : drama u tri čina / Henrik Zagreb : Školska knjiga, 2007",,,,,Vlastita kupnja,,14.60,,,DA,,839.6-2 IBSEN nor,,,
"G3071
1948",,"07.06.2016
ID: 6608",,"IBSEN, Henrik",,"Nora : (Lutkina kuća) : drama u tri čina / Henrik Zagreb : Školska knjiga, 2007",,,,,Vlastita kupnja,,14.60,,,DA,,839.6-2 IBSEN nor,,,
"G3072
1949",,"07.06.2016
ID: 6608",,"IBSEN, Henrik",,"Nora : (Lutkina kuća) : drama u tri čina / Henrik Zagreb : Školska knjiga, 2007",,,,,Vlastita kupnja,,14.60,,,DA,,839.6-2 IBSEN nor,,,
"G3073
1950",,"07.06.2016
ID: 6609",,"KALEB, Vjekoslav",,"Gost i druge novele / Vjekoslav Kaleb ; priredila Varaždin : ˝Katarina Zrinski˝, 2014",,,,,Vlastita kupnja,,15.79,,,DA,,821.163.42 KALE G,,,
"G3074
1951",,"07.06.2016
ID: 6609",,"KALEB, Vjekoslav",,"Gost i druge novele / Vjekoslav Kaleb ; priredila Varaždin : ˝Katarina Zrinski˝, 2014",,,,,Vlastita kupnja,,15.79,,,DA,,821.163.42 KALE G,,,
"G3075
1952",,"07.06.2016
ID: 6609",,"KALEB, Vjekoslav",,"Gost i druge novele / Vjekoslav Kaleb ; priredila Varaždin : ˝Katarina Zrinski˝, 2014",,,,,Vlastita kupnja,,15.79,,,DA,,821.163.42 KALE G,,,
"G3076
1953",,"07.06.2016
ID: 6609",,"KALEB, Vjekoslav",,"Gost i druge novele / Vjekoslav Kaleb ; priredila Varaždin : ˝Katarina Zrinski˝, 2014",,,,,Vlastita kupnja,,15.79,,,DA,,821.163.42 KALE G,,,
"G3077
1954",,"07.06.2016
ID: 6609",,"KALEB, Vjekoslav",,"Gost i druge novele / Vjekoslav Kaleb ; priredila Varaždin : ˝Katarina Zrinski˝, 2014",,,,,Vlastita kupnja,,15.79,,,DA,,821.163.42 KALE G,,,
"G3078
1955",,"07.06.2016
ID: 6609",,"KALEB, Vjekoslav",,"Gost i druge novele / Vjekoslav Kaleb ; priredila Varaždin : ˝Katarina Zrinski˝, 2014",,,,,Vlastita kupnja,,15.79,,,DA,,821.163.42 KALE G,,,
"G3079
1956",,"07.06.2016
ID: 6610",,MOLIERE,,"Škrtac / Moliere ; prijevod i pogovor Višnja Machi Kostrena : Lektira, 2016",,,,,Vlastita kupnja,,13.94,,,DA,,840-2 MOLIE škr,,,
"G3080
1957",,"07.06.2016
ID: 6610",,MOLIERE,,"Škrtac / Moliere ; prijevod i pogovor Višnja Machi Kostrena : Lektira, 2016",,,,,Vlastita kupnja,,13.94,,,DA,,840-2 MOLIE škr,,,
"G3081
1958",,"07.06.2016
ID: 6610",,MOLIERE,,"Škrtac / Moliere ; prijevod i pogovor Višnja Machi Kostrena : Lektira, 2016",,,,,Vlastita kupnja,,13.94,,,DA,,840-2 MOLIE škr,,,
"G3082
1959",,"07.06.2016
ID: 6610",,MOLIERE,,"Škrtac / Moliere ; prijevod i pogovor Višnja Machi Kostrena : Lektira, 2016",,,,,Vlastita kupnja,,13.94,,,DA,,840-2 MOLIE škr,,,
"G3083
1960",,"07.06.2016
ID: 6610",,MOLIERE,,"Škrtac / Moliere ; prijevod i pogovor Višnja Machi Kostrena : Lektira, 2016",,,,,Vlastita kupnja,,13.94,,,DA,,840-2 MOLIE škr,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3084
1961",,"07.06.2016
ID: 6610",,MOLIERE,,"Škrtac / Moliere ; prijevod i pogovor Višnja Machi Kostrena : Lektira, 2016",,,,,Vlastita kupnja,,13.94,,,DA,,840-2 MOLIE škr,,,
"G3085
1962",,"07.06.2016
ID: 6611",,"DOWNHAM, Jenny",,"Prije nego što odem / Jenny Downham ; prevela s en Zagreb : Profil international, 2009",,,,,Vlastita kupnja,,19.78,,,DA,,820 DOWN P,,,
"G3086
1963",,"07.06.2016
ID: 6612",,"SHEPARD, Sara",,"Slatke male lažljivice / Sara Shepard ; [prevela s Zagreb : Algoritam, 2011",,,,,Vlastita kupnja,,9.16,,,DA,,821.111 SHEP.SA S,,,
"G3087
1964",,"07.06.2016
ID: 6613",,"SHEPARD, Sara",,"Savršena / Sara Shepard ; [prevela s engleskog Pet Zagreb : Algoritam, 2011",,,,,Vlastita kupnja,,9.16,,,DA,,820 SHEP.SA S-3,,,
"G3088
1965",,"07.06.2016
ID: 6613",,"SHEPARD, Sara",,"Savršena / Sara Shepard ; [prevela s engleskog Pet Zagreb : Algoritam, 2011",,,,,Vlastita kupnja,,9.16,,,DA,,820 SHEP.SA S-3,,,
"G3089
1966",,"07.06.2016
ID: 6614",,"SHEPARD, Sara",,"Nevjerojatna / Sara Shepard ; [prevela s engleskog Zagreb : Algoritam, 2011",,,,,Vlastita kupnja,,9.16,,,DA,,820 SHEP.SA S-4,,,
